    Spec/   Proof/    Exec/    Rust File
|  44 | Chap37     | AVLTreeSeqStEph                |     516 |     107 |     363 |      46 |     520 |   0.99 |
|  45 | Chap55     | TopoSortStPer                  |     497 |      70 |     318 |     109 |     285 |   1.74 |
|  46 | Chap37     | BSTPlainStEph                  |     479 |      28 |     421 |      30 |     237 |   2.02 |
|  47 | Chap52     | AdjTableGraphStPer             |     470 |      26 |     419 |      25 |     220 |   2.14 |
|  48 | Chap55     | CycleDetectStPer               |     465 |      24 |     284 |     157 |     176 |   2.64 |
|  49 | Chap41     | ArraySetEnumMtEph              |     464 |      23 |     384 |      57 |     312 |   1.49 |
|  50 | Chap37     | AVLTreeSeqStPer                |     446 |      97 |     301 |      48 |     344 |   1.30 |
|  51 | Chap19     | ArraySeqStPer                  |     428 |      59 |     332 |      37 |     427 |   1.00 |
|  52 | Chap37     | BSTBBAlphaStEph                |     423 |      18 |     405 |       0 |     235 |   1.80 |
|  53 | Chap06     | DirGraphMtEph                  |     419 |     105 |     314 |       0 |     326 |   1.29 |
|  54 | Chap19     | ArraySeqStEph                  |     419 |      59 |     323 |      37 |     418 |   1.00 |
|  55 | Chap47     | StructChainedHashTable         |     414 |      30 |     383 |       1 |     324 |   1.28 |
|  56 | Chap41     | AVLTreeSetStEph                |     400 |      25 |     296 |      79 |     196 |   2.04 |
|  57 | Chap43     | AugOrderedTableStPer           |     389 |       9 |     375 |       5 |     386 |   1.01 |
|  58 | Chap37     | BSTBBAlphaMtEph                |     385 |      19 |     366 |       0 |     299 |   1.29 |
|  59 | Chap37     | BSTPlainMtEph                  |     385 |      19 |     366 |       0 |     299 |   1.29 |
|  60 | Chap52     | AdjMatrixGraphMtPer            |     369 |      35 |     181 |     153 |     278 |   1.33 |
|  61 | Chap52     | AdjMatrixGraphStPer            |     366 |      37 |     176 |     153 |     274 |   1.34 |
|  62 | Chap52     | AdjMatrixGraphMtEph            |     362 |      31 |     178 |     153 |     276 |   1.31 |
|  63 | Chap37     | AVLTreeSeqMtPer                |     360 |      90 |     244 |      26 |     326 |   1.10 |
|  64 | Chap06     | LabUnDirGraphMtEph             |     358 |      77 |     281 |       0 |     250 |   1.43 |
|  65 | Chap52     | AdjMatrixGraphStEph            |     358 |      31 |     174 |     153 |     270 |   1.33 |
|  66 | Chap05     | SetMtEph                       |     356 |      69 |     277 |      10 |     518 |   0.69 |
|  67 | Chap35     | OrderStatSelectMtEph           |     352 |      12 |     293 |      47 |     193 |   1.82 |
|  68 | Chap06     | LabDirGraphMtEph               |     350 |      81 |     269 |       0 |     261 |   1.34 |
|  69 | Chap18     | ArraySeqStEph                  |     346 |      57 |     285 |       4 |     421 |   0.82 |
|  70 | Chap35     | OrderStatSelectMtPer           |     346 |      12 |     287 |      47 |     193 |   1.79 |
|  71 | Chap54     | BFSMtEph                       |     346 |      16 |     190 |     140 |     466 |   0.74 |
|  72 | Chap54     | BFSMtPer                       |     344 |      16 |     188 |     140 |     474 |   0.73 |
|  73 | Chap23     | BalBinTreeStEph                |     342 |     151 |     111 |      80 |     161 |   2.12 |
|  74 | Chap43     | AugOrderedTableStEph           |     340 |       7 |     328 |       5 |     339 |   1.00 |
|  75 | Chap18     | ArraySeqStPer                  |     336 |      59 |     273 |       4 |     404 |   0.83 |
|  76 | Chap41     | AVLTreeSetStPer                |     336 |      24 |     235 |      77 |     166 |   2.02 |
|  77 | Chap47     | ParaHashTableStEph             |     328 |      48 |      81 |     199 |      56 |   5.86 |
|  78 | Chap55     | DFSStEph                       |     326 |       0 |     184 |     142 |     152 |   2.14 |
|  79 | Chap45     | UnsortedListPQ                 |     323 |      16 |     306 |       1 |     217 |   1.49 |
|  80 | vstdplus   | total_order                    |     322 |      46 |      24 |     252 |     151 |   2.13 |
|  81 | Chap26     | ETSPMtEph                      |     315 |      38 |     119 |     158 |     317 |   0.99 |
|  82 | Chap52     | AdjSeqGraphStEph               |     315 |      29 |     210 |      76 |     231 |   1.36 |
|  83 | Chap36     | QuickSortMtEph                 |     313 |      14 |     188 |     111 |     353 |   0.89 |
|  84 | Chap37     | BSTRBStEph                     |     310 |       3 |     274 |      33 |     226 |   1.37 |
|  85 | Chap53     | PQMinStEph                     |     307 |       7 |     300 |       0 |     275 |   1.12 |
|  86 | Chap26     | MergeSortMtPer                 |     300 |      16 |     211 |      73 |     248 |   1.21 |
|  87 | Chap36     | QuickSortStEph                 |     300 |      14 |     175 |     111 |     308 |   0.97 |
|  88 | Chap43     | OrderedTableMtEph              |     300 |      49 |     251 |       0 |     350 |   0.86 |
|  89 | Chap26     | ETSPStEph                      |     299 |      33 |      91 |     175 |     166 |   1.80 |
|  90 | Chap06     | UnDirGraphMtEph                |     298 |      80 |     218 |       0 |     193 |   1.54 |
|  91 | Chap18     | LinkedListStEph                |     280 |      43 |     233 |       4 |     340 |   0.82 |
|  92 | Chap52     | AdjSeqGraphMtEph               |     280 |      29 |     175 |      76 |     221 |   1.27 |
|  93 | Chap55     | DFSStPer                       |     279 |       0 |     142 |     137 |     133 |   2.10 |
|  94 | Chap18     | LinkedListStPer                |     275 |      43 |     228 |       4 |     331 |   0.83 |
|  95 | Chap05     | SetStEph                       |     273 |      57 |     206 |      10 |     392 |   0.70 |
|  96 | Chap23     | PrimTreeSeqStPer               |     273 |      55 |     218 |       0 |     360 |   0.76 |
|  97 | Chap52     | AdjSeqGraphStPer               |     271 |      31 |     164 |      76 |     296 |   0.92 |
|  98 | Chap28     | MaxContigSubSumDivConOptStEph  |     259 |       8 |      67 |     184 |      46 |   5.63 |
|  99 | Chap53     | PQMinStPer                     |     255 |       7 |     248 |       0 |     243 |   1.05 |
| 100 | Chap52     | AdjSeqGraphMtPer               |     248 |      29 |     158 |      61 |     289 |   0.86 |
| 101 | Chap05     | MappingStEph                   |     245 |      78 |     167 |       0 |     141 |   1.74 |
| 102 | Chap41     | AVLTreeSetMtEph                |     243 |      37 |     206 |       0 |     193 |   1.26 |
| 103 | Chap27     | ScanContractStEph              |     237 |       0 |      75 |     162 |     144 |   1.65 |
| 104 | Chap43     | OrderedTableMtPer              |     237 |      17 |     220 |       0 |     251 |   0.94 |
| 105 | Chap06     | DirGraphStEph                  |     236 |      56 |     180 |       0 |     221 |   1.07 |
| 106 | Chap27     | ScanContractMtEph              |     234 |       0 |      72 |     162 |     116 |   2.02 |
| 107 | Chap17     | MathSeq                        |     229 |      59 |     170 |       0 |     221 |   1.04 |
| 108 | Chap43     | AugOrderedTableMtEph           |     229 |       7 |     217 |       5 |     394 |   0.58 |
| 109 | Chap45     | BalancedTreePQ                 |     211 |       7 |     203 |       1 |     421 |   0.50 |
| 110 | Chap35     | OrderStatSelectStEph           |     210 |       6 |     181 |      23 |      92 |   2.28 |
| 111 | Chap44     | DocumentIndex                  |     205 |      15 |     190 |       0 |     222 |   0.92 |
| 112 | Chap35     | OrderStatSelectStPer           |     201 |       6 |     172 |      23 |      92 |   2.18 |
| 113 | Chap55     | SCCStEph                       |     200 |       0 |     178 |      22 |     370 |   0.54 |
| 114 | Chap55     | SCCStPer                       |     197 |       0 |     180 |      17 |     431 |   0.46 |
| 115 | Chap28     | MCSSSpec                       |     194 |      75 |       0 |     119 |       0 |      - |
| 116 | Chap47     | VecChainedHashTableStEph       |     194 |       3 |     190 |       1 |     325 |   0.60 |
| 117 | Chap06     | LabDirGraphStEph               |     192 |      55 |     137 |       0 |     184 |   1.04 |
| 118 | Chap47     | LinkedListChainedHashTableStEph |     191 |       3 |     187 |       1 |     328 |   0.58 |
| 119 | Chap06     | LabUnDirGraphStEph             |     188 |      53 |     135 |       0 |     169 |   1.11 |
| 120 | Chap62     | StarContractionMtEph           |     185 |      13 |     172 |       0 |     152 |   1.22 |
| 121 | Chap41     | AVLTreeSetMtPer                |     182 |       9 |     173 |       0 |     224 |   0.81 |
| 122 | Chap28     | MaxContigSubSumDivConStEph     |     180 |       8 |      89 |      83 |     111 |   1.62 |
| 123 | Chap06     | UnDirGraphStEph                |     179 |      54 |     125 |       0 |     113 |   1.58 |
| 124 | Chap54     | BFSStEph                       |     176 |      16 |      84 |      76 |     200 |   0.88 |
| 125 | Chap51     | TopDownDPMtEph                 |     174 |      34 |     124 |      16 |     203 |   0.86 |
| 126 | vstdplus   | multiset                       |     169 |       8 |       0 |     161 |       0 |      - |
| 127 | vstdplus   | seq                            |     169 |      27 |      19 |     123 |      24 |   7.04 |
| 128 | Chap54     | BFSStPer                       |     168 |      16 |      76 |      76 |     198 |   0.85 |
| 129 | Chap43     | OrderedSetMtEph                |     161 |      16 |     145 |       0 |     271 |   0.59 |
| 130 | Chap62     | StarPartitionStEph             |     161 |      13 |     148 |       0 |     107 |   1.50 |
| 131 | Chap27     | ReduceContractStEph            |     159 |       0 |      56 |     103 |      73 |   2.18 |
| 132 | Chap65     | PrimStEph                      |     159 |      20 |      94 |      45 |     202 |   0.79 |
| 133 | vstdplus   | partial_order                  |     159 |      42 |      12 |     105 |     117 |   1.36 |
| 134 | Chap21     | Exercise21_8                   |     158 |       8 |      77 |      73 |      39 |   4.05 |
| 135 | Chap52     | EdgeSetGraphStEph              |     155 |      21 |     124 |      10 |     138 |   1.12 |
| 136 | Chap50     | MatrixChainMtEph               |     152 |      59 |      93 |       0 |     247 |   0.62 |
| 137 | Chap51     | BottomUpDPStEph                |     151 |      23 |     115 |      13 |     248 |   0.61 |
| 138 | Chap51     | TopDownDPMtPer                 |     150 |      34 |     100 |      16 |     199 |   0.75 |
| 139 | Chap27     | ReduceContractMtEph            |     147 |       0 |      57 |      90 |      56 |   2.62 |
| 140 | Chap51     | TopDownDPStEph                 |     146 |      33 |      95 |      18 |     126 |   1.16 |
| 141 | Chap39     | BSTSetTreapMtEph               |     145 |       6 |     139 |       0 |     129 |   1.12 |
| 142 | Chap52     | EdgeSetGraphStPer              |     142 |      23 |     109 |      10 |     136 |   1.04 |
| 143 | vstdplus   | float                          |     142 |      22 |      86 |      34 |      87 |   1.63 |
| 144 | Chap51     | BottomUpDPMtEph                |     140 |      23 |     104 |      13 |     241 |   0.58 |
| 145 | vstdplus   | feq                            |     138 |      54 |       8 |      76 |       5 |  27.60 |
| 146 | Chap06     | WeightedDirGraphStEphI128      |     135 |       1 |     134 |       0 |     226 |   0.60 |
| 147 | Chap26     | DivConReduceMtPer              |     135 |      15 |      60 |      60 |      71 |   1.90 |
| 148 | Chap50     | MatrixChainStEph               |     135 |      54 |      81 |       0 |     141 |   0.96 |
| 149 | Chap52     | EdgeSetGraphMtPer              |     134 |      21 |     103 |      10 |     132 |   1.02 |
| 150 | Chap51     | BottomUpDPStPer                |     131 |      23 |      95 |      13 |     240 |   0.55 |
| 151 | Chap53     | GraphSearchMtPer               |     129 |       0 |     129 |       0 |     146 |   0.88 |
| 152 | Chap05     | RelationStEph                  |     128 |      50 |      78 |       0 |      82 |   1.56 |
| 153 | Chap62     | StarContractionStEph           |     128 |       3 |     125 |       0 |     123 |   1.04 |
| 154 | Chap51     | BottomUpDPMtPer                |     127 |      23 |      91 |      13 |     233 |   0.55 |
| 155 | Chap53     | GraphSearchStPer               |     127 |       0 |     127 |       0 |     146 |   0.87 |
| 156 | Chap47     | ChainedHashTable               |     124 |       0 |       5 |     119 |       1 | 124.00 |
| 157 | Chap53     | GraphSearchStEph               |     124 |       0 |     124 |       0 |     149 |   0.83 |
| 158 | Chap06     | WeightedDirGraphStEphU128      |     122 |       1 |     121 |       0 |     223 |   0.55 |
| 159 | Chap06     | WeightedDirGraphStEphU16       |     122 |       1 |     121 |       0 |     223 |   0.55 |
| 160 | Chap06     | WeightedDirGraphStEphU32       |     122 |       1 |     121 |       0 |     223 |   0.55 |
| 161 | Chap06     | WeightedDirGraphStEphU64       |     122 |       1 |     121 |       0 |     223 |   0.55 |
| 162 | Chap06     | WeightedDirGraphStEphU8        |     122 |       1 |     121 |       0 |     223 |   0.55 |
| 163 | Chap06     | WeightedDirGraphStEphUsize     |     122 |       1 |     121 |       0 |     223 |   0.55 |
| 164 | Chap66     | BoruvkaMtEph                   |     122 |      12 |     110 |       0 |     803 |   0.15 |
| 165 | Chap06     | WeightedDirGraphStEphI16       |     121 |       1 |     120 |       0 |     223 |   0.54 |
| 166 | Chap06     | WeightedDirGraphStEphI32       |     121 |       1 |     120 |       0 |     223 |   0.54 |
| 167 | Chap06     | WeightedDirGraphStEphI64       |     121 |       1 |     120 |       0 |     223 |   0.54 |
| 168 | Chap06     | WeightedDirGraphStEphI8        |     121 |       1 |     120 |       0 |     223 |   0.54 |
| 169 | Chap06     | WeightedDirGraphStEphIsize     |     121 |       1 |     120 |       0 |     223 |   0.54 |
| 170 | Chap50     | MatrixChainMtPer               |     121 |      55 |      66 |       0 |     182 |   0.66 |
| 171 | Chap65     | KruskalStEph                   |     120 |       3 |      81 |      36 |     210 |   0.57 |
| 172 | Chap50     | MatrixChainStPer               |     119 |      54 |      65 |       0 |     129 |   0.92 |
| 173 | Chap05     | KleeneStPer                    |     117 |      17 |      18 |      82 |      38 |   3.08 |
| 174 | Chap51     | TopDownDPStPer                 |     117 |      33 |      66 |      18 |     118 |   0.99 |
| 175 | Chap56     | AllPairsResultStPerI64         |     115 |      15 |     100 |       0 |     192 |   0.60 |
| 176 | Chap59     | JohnsonMtEphI64                |     114 |       0 |     114 |       0 |     300 |   0.38 |
| 177 | Chap28     | MaxContigSubSumIterStEph       |     111 |      17 |      47 |      47 |      61 |   1.82 |
| 178 | Chap37     | BSTSetAVLMtEph                 |     110 |      36 |      74 |       0 |     361 |   0.30 |
| 179 | Chap37     | BSTSetRBMtEph                  |     110 |      36 |      74 |       0 |     361 |   0.30 |
| 180 | Chap37     | BSTSetSplayMtEph               |     110 |      36 |      74 |       0 |     365 |   0.30 |
| 181 | Chap37     | BSTSetBBAlphaMtEph             |     109 |      36 |      73 |       0 |     315 |   0.35 |
| 182 | Chap37     | BSTSetPlainMtEph               |     109 |      36 |      73 |       0 |     315 |   0.35 |
| 183 | Chap59     | JohnsonMtEphF64                |     106 |       0 |     106 |       0 |     295 |   0.36 |
| 184 | Chap59     | JohnsonStEphI64                |     104 |       0 |     104 |       0 |     295 |   0.35 |
| 185 | Chap56     | AllPairsResultStEphI64         |     103 |      15 |      88 |       0 |     186 |   0.55 |
| 186 | Chap59     | JohnsonStEphF64                |      96 |       0 |      96 |       0 |     262 |   0.37 |
| 187 | Chap26     | MergeSortStPer                 |      94 |      16 |      57 |      21 |     102 |   0.92 |
| 188 | Chap26     | ScanDCMtPer                    |      93 |      17 |      64 |      12 |     163 |   0.57 |
| 189 | Chap26     | ScanDCStPer                    |      92 |       9 |      71 |      12 |     142 |   0.65 |
| 190 | src        | Types                          |      92 |      48 |       4 |      40 |      16 |   5.75 |
| 191 | vstdplus   | hash_set_with_view_plus        |      90 |      42 |      42 |       6 |      42 |   2.14 |
| 192 | Chap06     | WeightedDirGraphStEphF64       |      88 |       0 |      88 |       0 |     136 |   0.65 |
| 193 | Chap28     | MaxContigSubSumOptStEph        |      77 |       0 |      34 |      43 |     114 |   0.68 |
| 194 | Chap28     | MaxContigSubSumDivConMtEph     |      74 |       8 |      66 |       0 |      89 |   0.83 |
| 195 | vstdplus   | hash_map_with_view_plus        |      74 |      39 |      35 |       0 |      64 |   1.16 |
| 196 | Chap28     | MaxContigSubSumReducedMcsseStEph |      73 |       8 |      65 |       0 |      75 |   0.97 |
| 197 | Chap49     | MinEditDistMtEph               |      66 |      19 |      47 |       0 |     170 |   0.39 |
| 198 | Chap50     | OptBinSearchTreeMtEph          |      65 |      15 |      50 |       0 |     271 |   0.24 |
| 199 | Chap57     | DijkstraStEphU64               |      65 |       6 |      55 |       4 |     143 |   0.45 |
| 200 | Chap21     | Problem21_3                    |      64 |       0 |      64 |       0 |      65 |   0.98 |
| 201 | Chap28     | MaxContigSubSumDivConOptMtEph  |      64 |       8 |      56 |       0 |      41 |   1.56 |
| 202 | Chap21     | Exercise21_9                   |      63 |       3 |       0 |      60 |       0 |      - |
| 203 | Chap66     | BoruvkaStEph                   |      63 |      13 |      50 |       0 |     327 |   0.19 |
| 204 | Chap57     | DijkstraStEphF64               |      62 |       6 |      50 |       6 |     156 |   0.40 |
| 205 | Chap21     | Algorithm21_1                  |      56 |       4 |      22 |      30 |      84 |   0.67 |
| 206 | Chap56     | PathWeightUtilsStPer           |      55 |      51 |       4 |       0 |     166 |   0.33 |
| 207 | Chap02     | FibonacciHFScheduler           |      53 |       4 |       8 |      41 |      29 |   1.83 |
| 208 | Chap56     | PathWeightUtilsStEph           |      53 |      51 |       2 |       0 |     164 |   0.32 |
| 209 | Chap49     | MinEditDistStEph               |      52 |      17 |      35 |       0 |      90 |   0.58 |
| 210 | Chap64     | TSPApproxStEph                 |      51 |       3 |      48 |       0 |     226 |   0.23 |
| 211 | Chap11     | FibonacciStEph                 |      50 |       9 |      11 |      30 |      39 |   1.28 |
| 212 | Chap56     | SSSPResultStEphI64             |      49 |       7 |      42 |       0 |     125 |   0.39 |
| 213 | Chap49     | MinEditDistMtPer               |      47 |      19 |      28 |       0 |     148 |   0.32 |
| 214 | Chap49     | SubsetSumMtEph                 |      47 |      20 |      27 |       0 |     143 |   0.33 |
| 215 | Chap56     | AllPairsResultStPerF64         |      47 |      12 |      35 |       0 |     189 |   0.25 |
| 216 | Chap56     | SSSPResultStPerI64             |      47 |       7 |      40 |       0 |     120 |   0.39 |
| 217 | Chap56     | SSSPResultStPerF64             |      46 |      10 |      36 |       0 |     109 |   0.42 |
| 218 | Chap56     | AllPairsResultStEphF64         |      45 |      12 |      33 |       0 |     189 |   0.24 |
| 219 | Chap21     | Problem21_4                    |      44 |       0 |      44 |       0 |      89 |   0.49 |
| 220 | Chap50     | OptBinSearchTreeStEph          |      44 |       6 |      38 |       0 |     137 |   0.32 |
| 221 | Chap50     | OptBinSearchTreeMtPer          |      43 |      11 |      32 |       0 |     197 |   0.22 |
| 222 | Chap56     | SSSPResultStEphF64             |      43 |       7 |      36 |       0 |     102 |   0.42 |
| 223 | Chap26     | DivConReduceStPer              |      42 |      15 |      27 |       0 |      67 |   0.63 |
| 224 | arithmetic | power2_plus                    |      41 |       0 |       0 |      41 |       0 |      - |
| 225 | Chap49     | SubsetSumMtPer                 |      40 |      20 |      20 |       0 |     130 |   0.31 |
| 226 | Chap49     | MinEditDistStPer               |      39 |      17 |      22 |       0 |      82 |   0.48 |
| 227 | Chap58     | BellmanFordStEphI64            |      39 |       0 |      39 |       0 |     191 |   0.20 |
| 228 | vstdplus   | checked_nat                    |      39 |      17 |       4 |      18 |       4 |   9.75 |
| 229 | Chap47     | FlatHashTable                  |      37 |      13 |      24 |       0 |      41 |   0.90 |
| 230 | Chap03     | InsertionSortStEph             |      36 |       9 |      27 |       0 |      47 |   0.77 |
| 231 | Chap21     | Exercise21_5                   |      34 |       0 |      12 |      22 |      30 |   1.13 |
| 232 | Chap50     | OptBinSearchTreeStPer          |      33 |       6 |      27 |       0 |     125 |   0.26 |
| 233 | Chap57     | StackStEph                     |      33 |       6 |      27 |       0 |      24 |   1.38 |
| 234 | vstdplus   | checked_int                    |      33 |      17 |       5 |      11 |       5 |   6.60 |
| 235 | Chap21     | Algorithm21_2                  |      32 |       0 |      32 |       0 |      51 |   0.63 |
| 236 | Chap21     | Algorithm21_6                  |      32 |       0 |      17 |      15 |      76 |   0.42 |
| 237 | Chap58     | BellmanFordStEphF64            |      31 |       0 |      31 |       0 |     181 |   0.17 |
| 238 | Chap21     | Exercise21_7                   |      29 |       5 |      24 |       0 |      50 |   0.58 |
| 239 | Chap49     | SubsetSumStEph                 |      29 |      14 |      15 |       0 |      80 |   0.36 |
| 240 | Chap21     | Algorithm21_5                  |      28 |       0 |      28 |       0 |      23 |   1.22 |
| 241 | Chap63     | ConnectivityMtEph              |      28 |       3 |      25 |       0 |     115 |   0.24 |
| 242 | Chap63     | ConnectivityStEph              |      28 |       3 |      25 |       0 |     113 |   0.25 |
| 243 | Chap49     | SubsetSumStPer                 |      26 |      14 |      12 |       0 |      76 |   0.34 |
| 244 | Chap28     | MaxContigSubSumOptMtEph        |      25 |       0 |      25 |       0 |      99 |   0.25 |
| 245 | Chap41     | Example41_3                    |      20 |       0 |      20 |       0 |     166 |   0.12 |
| 246 | Chap02     | HFSchedulerMtEph               |      19 |       0 |      19 |       0 |      64 |   0.30 |
| 247 | Chap28     | MaxContigSubSumBruteStEph      |      19 |       8 |      11 |       0 |      73 |   0.26 |
| 248 | Chap28     | MaxContigSubSumReducedStEph    |      18 |       8 |      10 |       0 |      72 |   0.25 |
| 249 | Chap61     | EdgeContractionStEph           |      17 |       3 |      14 |       0 |      85 |   0.20 |
| 250 | Chap45     | HeapsortExample                |      16 |      12 |       4 |       0 |      57 |   0.28 |
| 251 | Chap61     | EdgeContractionMtEph           |      16 |       3 |      13 |       0 |     132 |   0.12 |
| 252 | Chap64     | SpanTreeMtEph                  |      16 |       3 |      13 |       0 |     130 |   0.12 |
| 253 | Chap64     | SpanTreeStEph                  |      16 |       3 |      13 |       0 |     126 |   0.13 |
| 254 | vstdplus   | clone_plus                     |      16 |       0 |      16 |       0 |      24 |   0.67 |
| 255 | vstdplus   | strings                        |      16 |      11 |       5 |       0 |      10 |   1.60 |
| 256 | Chap61     | VertexMatchingStEph            |      15 |       3 |      12 |       0 |     105 |   0.14 |
| 257 | Chap61     | VertexMatchingMtEph            |      14 |       3 |      11 |       0 |     153 |   0.09 |
| 258 | src        | ParaPairs                      |      14 |       0 |      14 |       0 |      20 |   0.70 |
| 259 | vstdplus   | hashed_checked_u32             |      13 |       5 |       0 |       8 |       6 |   2.17 |
| 260 | Chap21     | Problem21_1                    |      12 |       0 |      12 |       0 |      44 |   0.27 |
| 261 | Chap65     | KruskalStEph                   |      12 |       3 |       9 |       0 |     210 |   0.06 |
| 262 | vstdplus   | pervasives_plus                |      12 |       3 |       9 |       0 |       4 |   3.00 |
| 263 | Chap11     | FibonacciMtEphRecomputes       |      11 |       0 |      11 |       0 |      78 |   0.14 |
| 264 | Chap11     | FibonacciMtPerTSM              |      11 |       0 |      11 |       0 |      76 |   0.14 |
| 265 | vstdplus   | clone_view                     |      11 |       0 |      11 |       0 |      34 |   0.32 |
| 266 | Chap11     | FibonacciMtEph2Threads         |      10 |       0 |      10 |       0 |      74 |   0.14 |
| 267 | vstdplus   | monoid                         |       9 |       9 |       0 |       0 |       0 |      - |
| 268 | vstdplus   | VecQueue                       |       8 |       1 |       7 |       0 |      12 |   0.67 |
| 269 | Chap11     | FibonacciMtPerAllThreads       |       6 |       0 |       6 |       0 |      23 |   0.26 |
| 270 | Chap12     | Exercise12_5                   |       6 |       1 |       5 |       0 |      60 |   0.10 |
| 271 | Chap30     | Probability                    |       6 |       6 |       0 |       0 |      36 |   0.17 |
| 272 | Chap12     | Exercise12_1                   |       5 |       0 |       5 |       0 |      50 |   0.10 |
| 273 | vstdplus   | accept                         |       5 |       0 |       0 |       5 |       0 |      - |
| 274 | vstdplus   | smart_ptrs                     |       5 |       0 |       5 |       0 |      16 |   0.31 |
| 275 | vstdplus   | arc_rwlock                     |       4 |       0 |       4 |       0 |      17 |   0.24 |
| 276 | vstdplus   | threads_plus                   |       4 |       0 |       4 |       0 |      21 |   0.19 |
| 277 | vstdplus   | rand                           |       2 |       0 |       2 |       0 |      12 |   0.17 |
| 278 | Chap42     | Example42_1                    |       1 |       0 |       0 |       1 |       0 |      - |
| 279 | Chap43     | Example43_1                    |       1 |       0 |       0 |       1 |       0 |      - |
| 280 | Chap44     | Example44_1                    |       1 |       0 |       0 |       1 |       0 |      - |
| 281 | Chap45     | Example45_2                    |       1 |       0 |       0 |       1 |      16 |   0.06 |
| 282 | Chap45     | HeapsortExample                |       1 |       0 |       0 |       1 |      57 |   0.02 |

282 modules, 78,272 proof lines, 63,017 exec lines, ratio 1.24
1 min  3,725 max  277.6 avg  143.5 median (proof lines)

Per exec function (proof lines within exec fns):
  6,062 exec functions total, 4,717 with proof lines
  57,537 total proof lines in exec fns
  1 min  812 max  12.2 avg  5.0 median

Per proof function:
  976 proof functions
  13,469 total proof lines in proof fns
  1 min  184 max  13.8 avg  10.0 median

Grand total:
  9,506 total functions, 7,674 with proof lines (81%)
  78,272 total proof lines, 63,119 exec lines, ratio 1.24
  1 min  812 max  10.2 avg  4.0 median (proof lines per fn)

Outliers (>= 50 proof lines):
|   # | Chap       | Module                         | Function                            |  Kind |  Lines |
| --- | ---------- | ------------------------------ | ----------------------------------- | ----- | ------ |
|   1 | Chap37     | BSTSplayMtEph                  | splay                               |  exec |    812 |
|   2 | Chap37     | BSTSplayStEph                  | splay                               |  exec |    812 |
|   3 | Chap55     | CycleDetectStEph               | dfs_check_cycle                     |  exec |    359 |
|   4 | Chap41     | OrdKeyMap                      | ordkeymap_split                     |  exec |    354 |
|   5 | Chap42     | TableMtEph                     | union                               |  exec |    307 |
|   6 | Chap41     | OrdKeyMap                      | ordkeymap_select                    |  exec |    303 |
|   7 | Chap41     | OrdKeyMap                      | ordkeymap_next                      |  exec |    282 |
|   8 | Chap41     | OrdKeyMap                      | ordkeymap_prev                      |  exec |    279 |
|   9 | Chap41     | OrdKeyMap                      | union_with                          |  exec |    258 |
|  10 | Chap41     | OrdKeyMap                      | ordkeymap_rank                      |  exec |    257 |
|  11 | Chap43     | OrderedTableStEph              | union                               |  exec |    255 |
|  12 | Chap42     | TableStEph                     | union                               |  exec |    239 |
|  13 | Chap55     | CycleDetectStPer               | dfs_check_cycle                     |  exec |    237 |
|  14 | Chap55     | TopoSortStEph                  | dfs_finish_order                    |  exec |    236 |
|  15 | Chap41     | OrdKeyMap                      | union                               |  exec |    230 |
|  16 | Chap47     | QuadProbFlatHashTableStEph     | insert                              |  exec |    228 |
|  17 | Chap47     | LinProbFlatHashTableStEph      | insert                              |  exec |    219 |
|  18 | Chap47     | DoubleHashFlatHashTableStEph   | insert                              |  exec |    212 |
|  19 | Chap47     | StructChainedHashTable         | resize                              |  exec |    211 |
|  20 | Chap39     | BSTParaTreapMtEph              | join_pair_inner                     |  exec |    208 |
|  21 | Chap55     | TopoSortStPer                  | dfs_finish_order                    |  exec |    204 |
|  22 | Chap42     | TableStPer                     | insert_wf                           |  exec |    203 |
|  23 | Chap45     | SortedListPQ                   | meld                                |  exec |    195 |
|  24 | Chap37     | BSTAVLStEph                    | rebalance                           |  exec |    193 |
|  25 | Chap42     | TableStEph                     | insert_wf                           |  exec |    191 |
|  26 | Chap28     | MaxContigSubSumDivConOptStEph  | lemma_strength_combine              | proof |    184 |
|  27 | Chap45     | BinaryHeapPQ                   | delete_min                          |  exec |    179 |
|  28 | Chap37     | BSTAVLMtEph                    | rebalance                           |  exec |    177 |
|  29 | Chap35     | OrderStatSelectStEph           | select_inner                        |  exec |    176 |
|  30 | Chap39     | BSTTreapStEph                  | join_pair_inner_st                  |  exec |    168 |
|  31 | Chap35     | OrderStatSelectStPer           | select_inner                        |  exec |    167 |
|  32 | Chap52     | AdjTableGraphMtPer             | insert_edge                         |  exec |    156 |
|  33 | Chap39     | BSTParaTreapMtEph              | filter_inner                        |  exec |    155 |
|  34 | Chap39     | BSTParaTreapMtEph              | union_inner                         |  exec |    153 |
|  35 | Chap26     | MergeSortMtPer                 | merge_dc                            |  exec |    150 |
|  36 | Chap62     | StarPartitionStEph             | sequential_star_partition           |  exec |    147 |
|  37 | Chap38     | BSTParaStEph                   | difference                          |  exec |    144 |
|  38 | Chap39     | BSTParaTreapMtEph              | difference_inner                    |  exec |    143 |
|  39 | Chap39     | BSTTreapStEph                  | split_inner_st                      |  exec |    143 |
|  40 | Chap42     | TableStPer                     | insert                              |  exec |    143 |
|  41 | Chap39     | BSTParaTreapMtEph              | intersect_inner                     |  exec |    142 |
